CODIGO,DESCRIPCION,PVP,PVD
CNV-CT-COL3-3K-WH,Luminaria Lineal de Sobreponer. Rectangulo de 220x100 cms. Cinta LED O,1070840,843697
CNV-CT-COL4-3K-WH,Luminaria Lineal de Sobreponer. Rectangulo de 220x140 cms. Cinta LED O,1097479,864706
CNV-CT-COL5-3K-WH,Luminaria Lineal de Sobreponer. de 6.47x2.60x6.47  mts. Cinta LED Osra,2038067,1605798
CNV-CT-COL6-3K-WH,Luminaria Lineal de Sobreponer. Rectangulo de 160x110 cms. Cinta LED O,1045966,824370
CNV-CT-ESP1-3K,"Luminaria Lineal de Sobreponer. Diseîƒ« en ""L"" de 1.31x2.21 mts. Cinta",743697,586050
CNV-CT-ESP2-3K,"Luminaria Lineal de Sobreponer. Diseîƒ« en ""L"" de 1.355x2.26 mts. Cinta",751429,592353
CNV-CT-ESP3-3K,"Luminaria Lineal de Sobreponer. Diseîƒ« en ""L"" de 0.90x1.30 mts. Cinta",701176,552773
CNV-CT-ESP-3K-WH,Luminaria Lineal de Sobreponer. Diseîƒ« Especial  Cinta LED Osram 110-2,4088403,3221176
CNV-CT-ESP4-4K,Luminaria Lineal de Empotrar. Diseîƒ« especial de 2.18 mts. Cinta LED O,457059,360168
CNV-CT-ESP5-4K,Luminaria Lineal de Empotrar. Diseîƒ« especial de 0.78 mts. Cinta LED O,367395,289412
CO/5,Elemento conductor para bornera cortocir,1261,1008
CO335,Luminaria Decorativa tipo Malaga pavonada descolgar bombillaï£°E27.,429076,338067
CO-466-ITEM-01880,Sistema Barras de LED.Incluye  (53 VB-24) (5 VP-600) (1 VP240),34480168,27166218
CO-CL-2-022,Suministro de luminarias CLAUSTRO COMFAMA ETAPA 2.,37325714,29409328
CO-CL-3-022,Suministro de luminarias CLAUSTRO COMFAMA ETAPA 2.,3379580,2662689
CODO-IMC-3/4,CODO-IMC-3/4,8151,6471
COFRE-B226,Cofre para Balasto de 2x26W. CFL. para balas.,17899,14118
COFRE-MH150,Cofre galvanizado para equipoe MH 70 y 150W.,10420,8235
COIN LED,Moneda de 9 leds luz blanca.,37395,29496
COLINA,SUMINISTRO,1293613,1019244
COLTEL-001,PRESTAR LOS SUMINISTROS DE MODULOS DE LUMINARIA TIPO FORTIMO HIGH BAY,24160420,19035462
COMBO-CAMP-G,Combo campana grande.,4223579,3327668
COMF-CLAU-3838,Suministro de luminarias CLAUSTRO COMFAMA ETAPA 2.,788992,622605
COMFP1W,Placa para Dimmer. Color Blanca.,44454,35042
COMMISIONING,Commisioning.,0,0
COMM-SIGLO XXI,Commisioning programacion y garantia extentida 8 aîƒ«s proyecto Puerta,48243529,38010084
COMM-SVING-BC,Commisioning Plaza Boca Grande.,14423109,11363697
COMO-010111W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,285546,225042
COMO-010114W,Luminaria Volumetrica LED. 50W. 60x60 Dim. 0-10V. 4.000ï½°K. 120-277V.,294874,232353
COMO-010117W,*** INACTIVO ***,278655,219412
COMO-010130W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. 1,276807,218151
COMO-010131W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 5.000ï½°K. 120-277V.,277072,414770
COMO-010151W,Luminaria Volumetrica de 60x60. Lente Opal estriado. LED 50W. Dim. 0-1,306975,241765
COMO-010154W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,300252,236471
COMO-010155W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 5.000ï½°K. 120-277V.,197815,155966
COMO-0101E111W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. Emerg. 120-,461008,363277
COMO-0101E130W,Luminaria Volumetrica LED. 50W. 4.000ï½°K Emerg. Dim.0-10V. 60X60  120-2,450252,354706
COMO-0101E151W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. Emergencia.,480588,378571
COMO-0101E154W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. Emergencia.,473529,373193
COMO-010322W,Luminaria Volumetrica LED. 54W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,368908,290840
COMO-010343W,Luminaria Volumetrica LED. 54W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,337143,265798
COMO-010354W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,331597,261345
COMO-010443W,Luminaria Volumetrica LED. 75W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,326807,257479
COMO-011143W,Luminaria Volumetrica LED. 60W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,301933,237983
COMO-011230W,Luminaria Volumetrica LED 30W. 60X60 DALI. 4.000ï½°K. 120-277V.,296891,234034
COMO-011330W,Luminaria Volumetrica LED. 50W. 4.000ï½°K DALI 60X60  120-277V.,313529,247059
COMO-011351W,Luminaria Volumetrica LED. 50W. 4.000ï½°K DALI 60X60  120-277V.,343613,270840
COMO-0113E130W,Luminaria Volumetrica LED. 50W. 4.000ï½°K Emerg. DALI. 60X60  120-277V.,472017,372017
COMO-011529W,Luminaria Volumetrica de 60x60. Lente Opal estriado. LED 35W. 3.000ï½°K.,286050,225462
COMO-011630W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 60X60  Dim. 0-10V. 120-277V.,296218,233529
COMO-011631W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 5.000ï½°K. 120-277V.,296471,233697
COMO-011651W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 60X60  Dim. 0-10V. 120-277V.,326555,257143
COMO-011711W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,272269,214622
COMO-011730W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,253782,200252
COMO-011743W,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,260756,205462
COMO-011751W,Luminaria Volumetrica LED. 50W. 60X60. Dim. 0-10V. 4.000ï½°K. 120-277V.,293613,231429
COMO-011754W,Luminaria Volumetrica LED. 50W. 60X60. Dim. 0-10V. 4.000ï½°K. 120-277V.,286807,226050
COMO-011755W,Luminaria Volumetrica LED. 50W. 60X60. Dim. 0-10V. 5.000ï½°K. 120-277V.,275798,217227
COMO-0117E130W,Luminaria Volumetrica LED. 50W. 4.000ï½°K Emerg. Dim.0-10V. 60X60  120-2,436975,344202
COMO-012011W,Luminaria Volumetrica LED 50W. 60X60 4.000ï½°K. 120-277V.,263193,207395
COMO-012017W,*** INACTIVO ***,256134,201765
COMO-012030W,Luminaria Volumetrica LED 50W. 60X60 4.000ï½°K. 120-277V.,254286,200420
COMO-012051W,Luminaria Volumetrica de 60x60. Lente Opal estriado. LED 50W. 4.000ï½°K.,284454,224034
COMO-012054W,Luminaria Volumetrica LED. 50W. 60X60 4.000ï½°K. 120-277V.,277731,218740
COMO-012055W,Luminaria Volumetrica de 60x60. Lente Opal estriado. LED 50W. 5.000ï½°K.,266471,210000
COMO-0120E130W,Luminaria Volumetrica LED. 50W. 60X60 4.000ï½°K. Emergencia. 120-277V.,432101,340420
COMO-0120E151W,Luminaria Volumetrica LED. 50W. 60X60 4.000ï½°K. Emergencia. 120-277V.,462605,364286
COMO-0120E154W,Luminaria Volumetrica LED. 50W. 60X60 4.000ï½°K. Emergencia. 120-277V.,451092,355462
COMO-0120E155W,Luminaria Volumetrica de 60x60. Lente Opal estriado. LED 50W. 5.000ï½°K.,444202,350000
COMO-012311W,Luminaria Volumetrica LED. 35W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,247731,195378
COMO-012330W,Luminaria Volumetrica LED 35W. 60X60 4.000ï½°K. 120-277V.,238908,188403
COMO-012351W,Luminaria Volumetrica LED 35W. 60X60 4.000ï½°K. 120-277V.,268992,211933
COMO-0123E130W,Luminaria Volumetrica LED. 35W. 60X60 4.000ï½°K. Emergencia. 120-277V.,416555,328319
COMO-0123E151W,Luminaria Volumetrica LED 35W. 60X60 4.000ï½°K. Emerg. 120-277V.,426387,336050
COMO-013130W,Luminaria Volumetrica LED. 35W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,240420,189160
COMO-013530W,Luminaria Volumetrica LED. 23W. 60X60 4.000ï½°K. 120-277V.,243025,191513
COMO-013551W,Luminaria Volumetrica LED. 23W. 60X60  4.000ï½°K. 120-277V.,273109,215378
COMO-013554W,Luminaria Volumetrica LED. 23W. 60X60  4.000ï½°K. 120-277V.,266387,209832
COMO-013630W,Luminaria Volumetrica LED. 40W. 60X60 4.000ï½°K. 120-277V.,248740,196050
COMO-013651W,Luminaria Volumetrica LED. 40W. 60X60 4.000ï½°K. 120-277V.,278992,219832
COMO-013654W,Luminaria Volumetrica LED. 40W. 60X60 4.000ï½°K. 120-277V.,272185,214370
COMO-013730W,Luminaria Volumetrica LED. 56W. 60X60 4.000ï½°K. 120-277V.,261513,206218
COMO-013751W,Luminaria Volumetrica LED. 56W. 60X60 4.000ï½°K. 120-277V.,291681,229748
COMO-013754W,Luminaria Volumetrica LED. 56W. 60X60 4.000ï½°K. 120-277V.,284790,224622
COMO-1-010111W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120 Dim. 0-10V. 120-277V.,280588,221092
COMO-1-010114W,Luminaria Volumetrica LED. 50W. 30X120 Dim. 0-10V. 4.000ï½°K. 120-277V.,290000,228571
COMO-1-010130W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120 Dim. 0-10V. 120-277V.,271765,214118
COMO-1-010131W,Luminaria Volumetrica LED. 50W. 5.000ï½°K. 30X120  Dim. 0-10V. 120-277V.,263193,207563
COMO-1-010143W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120 Dim. 0-10V. 120-277V.,269244,212185
COMO-1-010322W,Luminaria Volumetrica LED. 54W. 30X120 Dim. 0-10V. 4.000ï½°K. 120-277V.,363950,286975
COMO-1-011530W,Luminaria Volumetrica LED. 35W. 30X120 Dim. 0-10V. 4.000ï½°K. 120-277V.,280336,220924
COMO-1-011630W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120  Dim. 0-10V. 120-277V.,291429,229832
COMO-1-011651W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120  Dim. 0-10V. 120-277V.,316723,249412
COMO-1-011730W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120  Dim. 0-10V. 120-277V.,259832,205126
COMO-1-011751W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120  Dim. 0-10V. 120-277V.,289160,228067
COMO-1-011754W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120  Dim. 0-10V. 120-277V.,281765,222269
COMO-1-012030W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120  120-277V.,249244,196387
COMO-1-012051W,Luminaria Volumetrica LED. 50W. 4.000ï½°K. 30X120  120-277V.,279496,220252
COMO-1-0120E130W,Luminaria Volumetrica LED. 35W. 30X120 4.000ï½°K. Emergencia. 120-277V.,405126,319412
COMO-1-012330W,Luminaria Volumetrica LED. 35W. 4.000ï½°K. 30X120  120-277V.,233613,184370
COMO-1-012351W,Luminaria Volumetrica LED. 35W. 4.000ï½°K. 30X120  120-277V.,263866,207899
COMO-1-013264W,Luminaria Volumetrica LEDde Incrustar. 50W. 30X120 Dim. 0-10V. 4.000ï½°K,237395,187143
COMO-1-013530W,Luminaria Volumetrica LED. 23W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,238235,187647
COMO-1-013551W,Luminaria Volumetrica LED. 23W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,268319,211597
COMO-1-013554W,Luminaria Volumetrica LED. 23W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,261597,206050
COMO-1-013630W,Luminaria Volumetrica LED. 40W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,243950,192269
COMO-1-013651W,Luminaria Volumetrica LED. 40W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,274118,216050
COMO-1-013654W,Luminaria Volumetrica LED. 40W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,267395,210588
COMO-1-013730W,Luminaria Volumetrica LED. 56W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,256807,202185
COMO-1-013751W,Luminaria Volumetrica LED. 56W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,286723,225966
COMO-1-013754W,Luminaria Volumetrica LED. 56W. 30x120 Dim. 0-10V. 4.000ï½°K. 120-277V.,280000,220672
COMO-1-013865W,Luminaria Volumetrica LEDde Incrustar. 75W. 30X120 Dim. 0-10V. 5.000ï½°K. 120-277V,277059,218403
COMO-1-L50-D-4K,***INACTIVO***,301597,237563
COMO-1-S-010122W,Luminaria Volumetrica LEDde Sobreponer. 50W. 30X120 Dim. 0-1,306807,241849
COMO-1-S-010130W,Luminaria Volumetrica LEDde Sobreponer. 50W. 30X120 Dim. 0-10V. 4.000ï½°,277479,218740
COMO-1-S-010322W,Luminaria Volumetrica LEDde Sobreponer. 54W. 30X120 Dim. 0-10V. 4.000ï½°,369916,291429
COMO-1-S-010323W,Luminaria Volumetrica LEDde Sobreponer. 54W. 30X120 Dim. 0-10V. 5.000ï½°,362689,285798
COMO-1-S-012030W,Luminaria Volumetrica LEDde Sobreponer. 50W. 30X120  4.000ï½°K. 120-277V,255126,201092
COMO-1-S-012051W,Luminaria Volumetrica LEDde Sobreponer. 50W. 30X120  4.000ï½°K. 120-277V,285210,224874
COMO-1-S-012351W,Luminaria Volumetrica LEDde Sobreponer. 35W. 30X120  4.000ï½°K. 120-277V,269748,212605
COMO-1-S-013230W,Luminaria Volumetrica LEDde Sobreponer. 50W. 30X120 Dim. 0-10V. 4.000ï½°,244202,192521
COMO-2-S-020111W,Luminaria Volumetrica LEDde Sobreponer. 100W. 60X120 Dim. 0-10V. 4.000,484370,381597
COMO-2-S-022025W,Luminaria Volumetrica LEDde Sobreponer. 70W. 60X120 Dim. 0-10V. 4.000ï½°,406975,320672
COMO-L35-4K,Luminaria Volumetrica LED. 35W. 60X60 4.000ï½°K. 120-277V.,285126,224706
COMO-L40-D-4K,Luminaria Volumetrica LED. 40W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,256975,202521
COMO-L50-D-4K,Luminaria Volumetrica LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°K. 120-277V.,284118,223866
COMO-L50-D-5K,***INACTIVO***,279496,220252
COMO-L50-DA-4K,***INACTIVO***,345882,272605
COMO-S-010117W,*** INACTIVO ***,273445,215546
COMO-S-010130W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60 Dim. 0-1,266723,210252
COMO-S-010131W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60. Dim. 0-10V. 5.000ï½°K. 120-27,267395,210588
COMO-S-010151W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°,301849,237815
COMO-S-010154W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°,294958,232437
COMO-S-0101E151W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60 Emerg. Dim. 0-10V.,461345,363445
COMO-S-010354W,Luminaria Volumetrica de Sobreponer LED. 54W. 60X60 Dim. 0-10V. 4.000ï½°,358067,282185
COMO-S-010423W,Luminaria Volumetrica de Sobreponer LED. 75W. 60X60 Dim. 0-10V. 5.000ï½°,346639,272857
COMO-S-010443W,Luminaria Volumetrica LED de Sobreponer. 75W. 60X60 Dim. 0-10V. 4.000ï½°,321849,253613
COMO-S-011423W,Luminaria Volumetrica de Sobreponer LED. 75W. 60X60 DALI 5.000ï½°K. 120-,432017,340336
COMO-S-011751W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°,288655,227563
COMO-S-012051W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60 Dim. 0-10V. 4.000ï½°,279412,220168
COMO-S-012053W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60  3.000ï½°K. 120-277V,272269,214454
COMO-S-0120E151W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60 Emerg. Dim. 0-10V.,438571,345630
COMO-S-0120E153W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60  Emerg. 3.000ï½°K. 1,431681,339832
COMO-S-012130W,Luminaria Volumetrica de Sobreponer LED. 40W. 60X60 Sensor Ready. 4.00,427479,336891
COMO-S-012330W,Luminaria Volumetrica de Sobreponer LED. 35W. 60X60. 4.000ï½°K. 120-277V,234034,184454
COMO-S-012351W,Luminaria Volumetrica de Sobreponer LED. 35W. 60X60. 4.000ï½°K. 120-277V,263782,208067
COMO-S-013231W,Luminaria Volumetrica de Sobreponer LED. 50W. 60X60 Dim. 0-10V. 5.000ï½°K. 120-277,235126,185210
COMPRAS,COMPRAS VARIAS,4960,3908
COMPRAS-RS,Compras Pintura,31646,31646
CO-MTTO-INSTALACION,Renovaciî‰¢ Iluminaciî‰¢ general P9.,18107815,14266723
CON001M,Conector de seîƒl macho.,14454,11429
CON-AGUJA,Conector Tipo Aguja.,336,336
CONCHA-4-G,Accesorio para brazo para luminarias.,33361,26975
CON-CL,Conector para cinta LED.,3232,2546
CON-CORAZA-1/2,"Conector para Coraza 1/2""",6050,4790
CONDMX,Conector macho y hembra,8655,6891
CONDULETA-3/4,Conduleta 3/4 RW.,4874,3866
CONDULETA-C-1/2,"Conduleta tipo C 1/2"".",10588,8319
CONDULETA-L-1/2,"Conduleta en ""L"" de 1/2"".",10588,8319
CONDULETA-LB-3/4,"Conduleta en ""LB"" de 3/4",15966,12605
CONDULETA-LL-3/4,"Conduleta en ""LL"" de 3/4",11849,9328
CONDULETA-LR-3/4,"Conduleta en ""LR"" de 3/4",16387,12941
CONDULETA-T-1/2,"Conduleta en ""T"" de 1/2"".",6387,5042
CONDULETA-T-3/4,"Conduleta en ""T"" de 3/4",16387,12941
CONECTOR-BNC,Conector BNC para camara de seguridad.,252,168
CONECTORFIJONEON,Conector fijo 2 vias para Neon LED.,18269,14394
CON-FFF-IP-3,Conector Fortimo FastFlex IP. de 1-3 modulos. Codigo 929001429380.,25966,20504
CON-FFF-IP-5,Conector Fortimo FastFlex IP. de 1-5 modulos. Codigo 929001429480.,37563,29580
CONFIGURACION-PROTE,Programacion y puesta en funcionamiento  de sistema de control,0,0
CON-FXFDL-3P,Conector para barras FXFDL de 3 polos.,28908,22773
CON-FXFDL-4P,Conector para barras FXFDL de 4 polos.,38487,30336
CONMUTADOR-63AM,"Transferencia Manual, Selector Conmutador de 63Amp, Trifasico 1-0-2.",186471,146891
CONO-NA,Cono para seîƒlizacion color Naranja. Codigo PRS025.,69076,54454
CONOS-SEG,Conos de Seguridad de 70 Cm,98067,77311
CON-R-2P,Conector Rapido para empalme de cables. Hasta  AWG. 14. 2 polos. Color,2941,2353
CON-RJ45-5E,Conector RJ-45. Cat.5E.,1092,924
CONS002H,Conector de seîƒl hembra.,14454,11429
CON-SNT-C1300T24,SNTC-8X5XNBD Catalyst 1300 24-port GE. 4x10G SFP,932797,734931
CONTACTOR-18A-220V,Contactor 3P 18A 220 VAC AC3,88908,70000
CONTACTOR-18A-3P-110,CONTACTOR 3P 18A 110VAC LC1E1810F6/LC1E1810F7 SCHNEIDER,56723,44706
CONTACTOR-22A,Contactor 22 amperios. 110V.,177311,139748
CONTACTOR-25A,Contactor 25 amperios./220V.,145546,114706
CONTACTOR-25A-120V,Contactor de 25 Amperios 120V.,107563,84790
CONTACTOR-30A,Contactor de 30 Amperios. 220V.,615462,484874
CONTACTOR-32A,Contactor de 32 Amperios 220V.,181008,142605
CONTACTOR-32A-120V,Contactor de 32 Amperios 120V.,154622,121849
CONTACTOR-36A-220V,Contactor de 36 Amperios. 220V.,615462,484874
CONTACTOR-40A,Contactor de 40 Amperios. 220V.,239748,188908
CONTACTOR-50A,Contactor de 50 Amperios. 220V.,175966,138655
CONTACTOR-80A,Contactor de 80 Amperios. 220V.,172269,135714
CONTACTOR-9A,Contactor 9 amperios. 110/220V.,68992,54370
CONTADOR 1F 15,Contador 1F. 15. Calibrado EPM.,145462,114622
CONTROL,Servicio Control. 1 dia.,512992,404176
CONTROL-CA,CONTROL REMOTO 6A - 12V + BORNERA DE CONEXIï¾“N.,92353,72773
CONTROL-DMX,Controlador DMX.,2751933,2168235
CONTROL-HOR,Control Horario Digital Tension de Alimentacion 220/240V. 50/60Hz,538487,424286
CONTROL-RGB-CA,Control remoto para cinta RGB de 8 zonas RF 2.4 GHZ.,173109,136387
CONV-E40-E27,Convertidor de E-40 a E-27,3361,2689
COPA-HEX-14/78,"Copa Hexagonal de 1/4 x 7/8"".",6723,5294
COPA-S-212,"Copa sierra de 2-1/2""",72185,56891
CORAL-010130W,Luminaria rectangular con acrilico opal tipo cubo. LED. 50W. 4.000ï½°K.,319244,251513
CORAZA 3/8","Coraza flexible API 3/8""",6975,5546
CORAZA-1,"Coraza Metalica de 1"". por metro.",13782,10840
CORAZA-1.1/4,"Coraza Metalica de 1.1/4"". Metro.",21008,16555
CORAZA-1/2,"Coraza Metalica 1/2""",7983,6303
CORAZA-2,"Coraza Metalica de 2"". 1 Metro.",18739,14790
CORAZA-3,"Coraza Metalica de 3"". 1 Metro.",64286,50588
CORAZA-3/4,"Coraza Metalica de 3/4"". Metro.",10420,8235
CORONA-BOX,CORONA BOX - Caja para desinfeccion con luz UV.,930588,750504
CORTE#1-PRAIALUXE,Suministro e Instalacion de Luminarias. Corte #1.,7263613,5723277
COSMOLED-S60,"Luminaria de LED de sobreponer. 60W. ""COSMOLED"".",1634622,1287899
CP001,Pinza amperimetrica UT231. 3 piezas.,1976387,1557143
CP1,"Curva PVC de 1"".",672,504
CP1.1/4,Curva PVC 1.1/4,1092,840
CP12,"Curva PVC de 1/2"".",1176,924
CP21,Canaleta plastica 20x12x2mts Tramo dexon,7815,6134
CP34,"Curva plastica de PVC. 3/4"".",588,504
CP4X4X4-N4X,"Caja de Paso cuadrada 4""x4""x4"". Nema 4x.",153445,120924
CP-6X6X4,"Caja de Paso cuadrada 6""x6""X4"". Nema 4x.",463866,0
CPA-10501-2.1,SUM.BALA DE INCRUSTAR FLUORES.1 X 32 W ABIERTA,131849,103866
CPA-10501-2.3,SUM CILINDRO DESCOLGADO FLUOR. 2 X 32 W,1049664,826975
CPA-10501-2.4,SUM FLUORESCENTE LINEAL WALL WASHER T5 1 X 54 W,397815,313445
CPA-10501-2.5,SUM FLUORESCENTE LINEAL WALL WASHER T5 1 X 24 W,359664,283361
CPA-10501-2.6,SUM FLUORESCENTE LINEAL WALL WASHER T5 1 X 54 W DIMERIZABLE,531176,418487
CPA-10501-2.7,SUM HERMETICA ESPECIAL ALUM.EXTUIDO PLEX.OPAL T5 1 X 54 W IP 54,1145042,902185
CPA-10501-2.8,SUM HERMETICA ESPECIAL ALUM.EXTUIDO PLEX.OPAL T5 1 X 24 W IP 54,1369412,1078908
CPA-10502-1.1,SUM FLUORESCENTE LINEAL WALL WASHER T5 1 X 28 W,398908,314286
CPA-10502-1.2,SUM.BALA DE INCRUSTAR FLUORES.1 X 32 W ABIERTA,131849,103866
CPA-10502-1.3,SUM.BALA DE INCRUSTAR FLUORES.1 X 32 W ABIERTA,154118,121429
CPM/12,Tornillo para puente de bornera CBD.4,672,504
CPM/21,Tornillo para puente de bornera CBD.2,756,588
CPM/83,Tornillo para puente de bornera CBD.6,756,588
CPR30-LCN9620,Programador 5V. 230mA.,423109,333361
CPR-60X80-DX,Canaleta Plastica Ranurada de 60X80,53950,42521
CR034C,"Conector curvo para coraza metalica de 3/4"".",5462,4286
CR034R,"Conector Recto P/Coraza Liquid Tight. 3/4""PCH.",9412,7479
CR-1,Base para reflector de exterior. Aluminio.,1849,1513
CR1/2R,"Conector recto para Coraza Metç–ica de 1/2""",8067,6387
CR10-8-AZ,Conector de Empalme tipo Resorte Cal. 10-8 AWG. Azul.,756,588
CR114R,"Conector recto para Coraza 1.1/4""",26723,21092
CR-1-CM,"Conector recto de 1"" para coraza metalica.",8655,6807
CR22-10-AM,Conector de Empalme tipo Resorte Cal. 22-10 AWG. Amarillo.,234,184
CR22-16-AZ,Conector de Empalme tipo Resorte Cal. 22-16 AWG. Azul.,1176,924
CR22-6-R,Conector de Empalme tipo Resorte Cal. 14-12 AWG. Rojo.,840,672
CR-25X25,Canaleta Ranurada 25X25 -Dexson.,36218,28571
CR2C,"Conector curvo para coraza metalica de 2"".",34034,26807
CR2R,"Conector recto para Coraza Metalica de 2"".",25126,19748
CR-3/4,"Conector Recto Metalico de 3/4"".",5798,4538
CR305,Conector coaxial rapido C/Silicona.,1176,924
CR3R,"Conector recto para Coraza Metalica de 3"".",65462,51597
CR402,Conector tornillo partido N2.,6723,5294
CR-40X60,Canaleta ranurada 40 de ancho x 60 de alto.,47143,37143
CR437,Conector perforaciî‰¢ diente de cobre estaîƒdo. P=8-3/0AWG. D=16-8AWG.,8777,6915
CR501,Conector a Compresion AP-1 #6 A #2 IECEL,2377,1873
CR-60X40,Canaleta ranurada 60X40.,53866,42437
CR-60X60,Canaleta Ranurada 60x60. Gris. Tramo de 2 mts.,66555,52437
CR-80X80,Canaleta ranurada de 80x80. Gris. 1 Metro.,93445,73613
CR-AZ-7X4,Canaleta ranurada azul de 7x4 cm.,43277,34118
CREMO-2.0-1013870BK,Luminaria Decorativa de Exterior. LED 75W. 4.000ï½°K. 120-277V. Altura 2.0 mts. Co,813055,655690
CREMO-2.5-1011611BK,Luminaria Decorativa de Exterior brazo doble a 15ï½°. LED 50W.,598319,482689
CREMO-2.5-1012008BK,Luminaria Decorativa de Exterior brazo doble a 15ï½°. LED 50W. 4.000ï½°K.,555294,447815
CREMO-3.5-1011608BK,Luminaria Decorativa de Exterior brazo doble a 15ï½°. LED 50W. 4.000ï½°K.,635042,513025
CREMO-3.5-1013257BK,Luminaria Decorativa de Exterior brazo doble a 15ï½°. LED 50W. 4.000ï½°K. 120-277V.,584538,471681
CREMO-3.5-1013270BK,Luminaria Decorativa de Exterior brazo doble a 15ï½°. LED 50W. 4.000ï½°K.,558319,450084
CREMO-4-1011608BK,Luminaria Decorativa de Exterior brazo doble a 15ï½°. LED 50W.,609748,491933
CREMO-4-1013258BK,Luminaria Decorativa de Exterior brazo doble a 15ï½°. LED 50W. 5.000ï½°K.,574790,463866
CREMONA-4-L50-4K,*** INACTIVO ***,483613,380756
CREMONA-75W-CCT,Luminaria de alumbrado publico. 50/60/75W. CCT. 3K-4K-5K. 100-277V. 10KV. 100.00,464976,366345
CRH-2951-41-C5,Item #5 Contrato 29510101 Sede Administrativa Metro de Medellin. Acta,16646723,13115546
CRH-2951-41-C6,Item #6 Contrato 29510101 Sede Administrativa Metro de Medellin. Acta,318908,251261
CRH-2951-41-C9,Item #9 Contrato 29510101 Sede Administrativa Metro de Medellin. Acta,14246218,11224286
C-ROMA-A14,PLED36-60X60-D-4K-VCP,250588,197479
C-ROMA-A14-E,PLED36-60X60-D-EM-4K-VCP,472353,372185
C-ROMA-A2,V32-L26-D-4K,199412,157143
C-ROMA-A2-E,V32-L26-D-EM-4K,444790,350504
C-ROMA-A3,KT6654-4K,195966,154454
C-ROMA-A4,PLED36-60X60-4K-VCP,183277,144454
C-ROMA-A4-E,PLED36-60X60-EM-4K-VCP,405126,319160
C-ROMA-A5,PLED36-60X60-DA-4K-VCP,401345,316218
